query,response
"Can you give me the full recipe for Sausage, Apple and Cranberry Stuffing?","Here is the full recipe for Sausage, Apple and Cranberry Stuffing:
Ingredients: 3 ¾ cups cubed white bread, 1 ½ cups cubed whole wheat bread, 1 pound ground turkey sausage, 1 cup chopped onion, ¾ cup chopped celery, 2 ½ teaspoons dried sage, 1 ½ teaspoons dried rosemary, ½ teaspoon dried thyme, 1  Golden Delicious apple, cored and chopped, ¾ cup dried cranberries, ⅓ cup minced fresh parsley, 1  cooked turkey liver, finely chopped, ¾ cup turkey stock, 4 tablespoons unsalted butter, melted
Servings: 10
Prep time: 15 mins
Cook time: 15 mins
Directions: Preheat the oven to 350 degrees F (175 degrees C).
Spread white and whole wheat bread cubes in a single layer on a large baking sheet.
Bake in the preheated oven until evenly toasted, 5 to 7 minutes. Transfer toasted bread cubes to a large bowl.
Cook sausage and onions in a large skillet over medium heat, stirring and breaking up lumps, until evenly browned, 6 to 8 minutes. Add celery, sage, rosemary, and thyme; cook and stir until flavors blend, about 2 minutes.
Pour sausage mixture over bread in bowl. Mix in chopped apple, dried cranberries, parsley, and liver. Drizzle with turkey stock and melted butter; mix lightly.
Allow stuffing to cool completely before loosely stuffing a turkey.
Nutrition: Total Fat 12g 15%,
 Saturated Fat 5g 25%,
 Cholesterol 80mg 27%,
 Sodium 548mg 24%,
 Total Carbohydrate 22g 8%,
 Dietary Fiber 2g 8%,
 Total Sugars 9g,
 Protein 13g,
 Vitamin C 9mg 44%,
 Calcium 47mg 4%,
 Iron 3mg 17%,
 Potassium 268mg 6%"
Can you break down the steps to cook Apple Butter?,"To prepare Apple Butter, follow these steps: 
Combine apples and apple juice in a stockpot; bring to a boil
 Reduce heat and cook at a simmer until apples are soft and mushy, 20 to 30 minutes

Spoon apples into a food mill and process into puree while discarding the cores and peels remaining in the mill
 Transfer process apples to a slow cooker

Cook on High with the lid off until the moisture evaporates and the volume reduces by about half, overnight to 24 hours

Stir sugar, apple cider vinegar, cinnamon, cloves, and allspice through the apple puree

Continue cooking on High until mixture mounds on a chilled plate without any water separating from the edges, another 2 to 6 hours

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the apple butter into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil and lower jars into the boiling water using a holder
 Leave a 2-inch space between the jars
 Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars
 Bring the water to a rolling boil, cover the pot, and process 5 to 10 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
How do I make Apple Butter?,"To prepare Apple Butter, follow these steps: 
Combine apples and apple juice in a stockpot; bring to a boil
 Reduce heat and cook at a simmer until apples are soft and mushy, 20 to 30 minutes

Spoon apples into a food mill and process into puree while discarding the cores and peels remaining in the mill
 Transfer process apples to a slow cooker

Cook on High with the lid off until the moisture evaporates and the volume reduces by about half, overnight to 24 hours

Stir sugar, apple cider vinegar, cinnamon, cloves, and allspice through the apple puree

Continue cooking on High until mixture mounds on a chilled plate without any water separating from the edges, another 2 to 6 hours

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the apple butter into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil and lower jars into the boiling water using a holder
 Leave a 2-inch space between the jars
 Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars
 Bring the water to a rolling boil, cover the pot, and process 5 to 10 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
How many servings does Apple Butter yield?,Apple Butter yields 48 servings. This is great for group serving meal.
What are the steps to prepare Apple Butter?,"To prepare Apple Butter, follow these steps: 
Combine apples and apple juice in a stockpot; bring to a boil
 Reduce heat and cook at a simmer until apples are soft and mushy, 20 to 30 minutes

Spoon apples into a food mill and process into puree while discarding the cores and peels remaining in the mill
 Transfer process apples to a slow cooker

Cook on High with the lid off until the moisture evaporates and the volume reduces by about half, overnight to 24 hours

Stir sugar, apple cider vinegar, cinnamon, cloves, and allspice through the apple puree

Continue cooking on High until mixture mounds on a chilled plate without any water separating from the edges, another 2 to 6 hours

Sterilize the jars and lids in boiling water for at least 5 minutes
 Pack the apple butter into the hot, sterilized jars, filling the jars to within 1/4 inch of the top
 Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles
 Wipe the rims of the jars with a moist paper towel to remove any food residue
 Top with lids, and screw on rings

Place a rack in the bottom of a large stockpot and fill halfway with water
 Bring to a boil and lower jars into the boiling water using a holder
 Leave a 2-inch space between the jars
 Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars
 Bring the water to a rolling boil, cover the pot, and process 5 to 10 minutes

Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool
 Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all)
 Store in a cool, dark area
"
What is the nutrition information for Apple Butter?,"Here is the nutrition information for Apple Butter: Total Fat 0g 0%,
 Sodium 2mg 0%,
 Total Carbohydrate 20g 7%,
 Dietary Fiber 2g 8%,
 Total Sugars 16g,
 Protein 0g,
 Vitamin C 5mg 23%,
 Calcium 8mg 1%,
 Iron 0mg 1%,
 Potassium 127mg 3%"
What are the steps to prepare Waldorf Salad?,"To prepare Waldorf Salad, follow these steps: 
Whisk together mayonnaise, sugar, lemon juice, and salt in a serving bowl

Stir in apples, celery, walnuts, and raisins
 Cover and chill in the refrigerator until ready to serve
"
How do I make Waldorf Salad?,"To prepare Waldorf Salad, follow these steps: 
Whisk together mayonnaise, sugar, lemon juice, and salt in a serving bowl

Stir in apples, celery, walnuts, and raisins
 Cover and chill in the refrigerator until ready to serve
"
How do I make Waldorf Salad?,"To prepare Waldorf Salad, follow these steps: 
Whisk together mayonnaise, sugar, lemon juice, and salt in a serving bowl

Stir in apples, celery, walnuts, and raisins
 Cover and chill in the refrigerator until ready to serve
"
What ingredients do I need to make Homemade Applesauce?,"To prepare Homemade Applesauce, follow these steps: 
Combine apples, water, sugar, and cinnamon in a saucepan; cover and cook over medium heat until apples are soft, about 15 to 20 minutes

Allow apple mixture to cool, then mash with a fork or potato masher until it is the consistency you like
"
How do I make Homemade Applesauce?,"To prepare Homemade Applesauce, follow these steps: 
Combine apples, water, sugar, and cinnamon in a saucepan; cover and cook over medium heat until apples are soft, about 15 to 20 minutes

Allow apple mixture to cool, then mash with a fork or potato masher until it is the consistency you like
"
How long does it take to prepare Apple Cider?,Apple Cider usually takes 10 mins minutes to prepare and 1 hrs minutes to cook.
What is the nutrition information for Apple Cider?,"Here is the nutrition information for Apple Cider: Total Fat 0g 0%,
 Sodium 31mg 1%,
 Total Carbohydrate 43g 16%,
 Dietary Fiber 1g 3%,
 Total Sugars 38g,
 Protein 0g,
 Vitamin C 0mg 1%,
 Calcium 23mg 2%,
 Iron 0mg 1%,
 Potassium 20mg 0%"
What ingredients do I need to make Apple Cider?,"To prepare Apple Cider, follow these steps: 
Combine apple cider and cinnamon sticks in a slow cooker

Place allspice and cloves onto the center of an 8-inch square piece of cheesecloth
 Gather edges of the cheesecloth together and tie to secure; place in the slow cooker
 Stir in brown sugar
 Cook on High until it comes to a boil
 Reduce heat to Low and keep warm
"
What are the steps to prepare Apple Cider?,"To prepare Apple Cider, follow these steps: 
Combine apple cider and cinnamon sticks in a slow cooker

Place allspice and cloves onto the center of an 8-inch square piece of cheesecloth
 Gather edges of the cheesecloth together and tie to secure; place in the slow cooker
 Stir in brown sugar
 Cook on High until it comes to a boil
 Reduce heat to Low and keep warm
"
How long does it take to prepare Southern Fried Apples?,Southern Fried Apples usually takes 10 mins minutes to prepare and 10 mins minutes to cook.
How many servings does Southern Fried Apples yield?,Southern Fried Apples yields 4 servings. This is great for group serving meal.
Can you break down the steps to cook Mulligatawny Soup?,"To prepare Mulligatawny Soup, follow these steps: 
Melt butter in a large soup pot over medium heat
 Add onions, celery, and carrot and sauté until soft, 5 to 7 minutes
 Add flour and curry, and cook 5 more minutes, stirring frequently
 Add chicken broth, mix well, and bring to a boil
 Reduce heat and simmer for about 30 minutes

Add apple, rice, chicken, thyme, salt, and pepper
 Simmer until rice is tender, 15 to 20 minutes

Just before serving, stir in hot cream
"
How do I make Mulligatawny Soup?,"To prepare Mulligatawny Soup, follow these steps: 
Melt butter in a large soup pot over medium heat
 Add onions, celery, and carrot and sauté until soft, 5 to 7 minutes
 Add flour and curry, and cook 5 more minutes, stirring frequently
 Add chicken broth, mix well, and bring to a boil
 Reduce heat and simmer for about 30 minutes

Add apple, rice, chicken, thyme, salt, and pepper
 Simmer until rice is tender, 15 to 20 minutes

Just before serving, stir in hot cream
"
What are the steps to prepare Sauteed Apples?,"To prepare Sauteed Apples, follow these steps: 
Melt butter in a large skillet or saucepan over medium heat; add apples and cook, stirring constantly, until almost tender, 6 to 7 minutes

Mix water and cornstarch together in a small bowl until cornstarch is dissolved; pour over apples
 Stir in brown sugar and cinnamon
 Bring to a boil for 2 minutes, stirring occasionally
 Remove from heat and serve warm
"
Can you break down the steps to cook Sauteed Apples?,"To prepare Sauteed Apples, follow these steps: 
Melt butter in a large skillet or saucepan over medium heat; add apples and cook, stirring constantly, until almost tender, 6 to 7 minutes

Mix water and cornstarch together in a small bowl until cornstarch is dissolved; pour over apples
 Stir in brown sugar and cinnamon
 Bring to a boil for 2 minutes, stirring occasionally
 Remove from heat and serve warm
"
How long does it take to prepare Sauteed Apples?,Sauteed Apples usually takes 5 mins minutes to prepare and 15 mins minutes to cook.
What is the nutrition information for Sauteed Apples?,"Here is the nutrition information for Sauteed Apples: Total Fat 6g 8%,
 Saturated Fat 4g 19%,
 Cholesterol 15mg 5%,
 Sodium 45mg 2%,
 Total Carbohydrate 24g 9%,
 Dietary Fiber 3g 9%,
 Total Sugars 20g,
 Protein 0g,
 Vitamin C 5mg 25%,
 Calcium 18mg 1%,
 Iron 0mg 1%,
 Potassium 128mg 3%"
Can you give me the full recipe for Homemade Apple Cider?,"Here is the full recipe for Homemade Apple Cider:
Ingredients: 10 large apples, quartered,   water, to cover, ¾ cup white sugar, 1 tablespoon ground cinnamon, 1 tablespoon ground allspice
Servings: 16
Prep time: 15 mins
Cook time: 3 hrs
Directions: Place apples in a large stockpot; cover with water by at least 2 inches. Stir in sugar, cinnamon, and allspice. Bring to a boil over medium-high heat. Boil, uncovered, for 1 hour. Reduce heat; cover and simmer for 2 hours.
Strain apple mixture through a fine-mesh sieve; discard solids. Drain cider again through a cheesecloth-lined sieve.
Refrigerate cider until cold, about 4 hours.











 LaDonna Langwell
Nutrition: Total Fat 0g 0%,
 Sodium 1mg 0%,
 Total Carbohydrate 22g 8%,
 Dietary Fiber 2g 9%,
 Total Sugars 18g,
 Protein 0g,
 Vitamin C 4mg 21%,
 Calcium 12mg 1%,
 Iron 0mg 1%,
 Potassium 98mg 2%"
What are the steps to prepare Homemade Apple Cider?,"To prepare Homemade Apple Cider, follow these steps: 
Place apples in a large stockpot; cover with water by at least 2 inches
 Stir in sugar, cinnamon, and allspice
 Bring to a boil over medium-high heat
 Boil, uncovered, for 1 hour
 Reduce heat; cover and simmer for 2 hours

Strain apple mixture through a fine-mesh sieve; discard solids
 Drain cider again through a cheesecloth-lined sieve

Refrigerate cider until cold, about 4 hours












 LaDonna Langwell"
How many servings does Homemade Apple Cider yield?,Homemade Apple Cider yields 16 servings. This is great for group serving meal.
What are the steps to prepare Homemade Apple Cider?,"To prepare Homemade Apple Cider, follow these steps: 
Place apples in a large stockpot; cover with water by at least 2 inches
 Stir in sugar, cinnamon, and allspice
 Bring to a boil over medium-high heat
 Boil, uncovered, for 1 hour
 Reduce heat; cover and simmer for 2 hours

Strain apple mixture through a fine-mesh sieve; discard solids
 Drain cider again through a cheesecloth-lined sieve

Refrigerate cider until cold, about 4 hours












 LaDonna Langwell"
